review_id,product_id,product_category,review_rating,review_date,review_text
195,PROD-3009,Fashion,5,04-10-2023,Fantastic quality
196,PROD-6590,Grocery,4,27-04-2023,Very satisfied
197,PROD-5971,Beauty,1,11-12-2024,Hated it
198,PROD-3540,Beauty,2,10-05-2023,Poor quality
199,PROD-8025,Fashion,1,09-02-2024,Not recommended
200,PROD-6403,Beauty,1,22-04-2023,Hated it
201,PROD-8139,Grocery,2,27-02-2024,Not recommended
202,PROD-6335,Grocery,2,19-02-2024,Hated it
203,PROD-9597,Fashion,4,31-03-2025,Fantastic quality
204,PROD-6952,Toys,4,24-10-2023,Fantastic quality
205,PROD-6725,Beauty,1,16-03-2024,Not recommended
206,PROD-4579,Fashion,2,19-02-2024,Not recommended
207,PROD-9405,Home & Kitchen,1,23-03-2024,Hated it
208,PROD-1850,Beauty,4,01-11-2024,Loved it
209,PROD-4295,Beauty,4,12-07-2024,Great product
210,PROD-9772,Fashion,3,27-02-2024,Nothing special
211,PROD-2705,Grocery,3,06-12-2023,Average
212,PROD-1881,Beauty,2,07-01-2025,Terrible
213,PROD-1271,Fashion,1,09-09-2023,Poor quality
214,PROD-5290,Beauty,5,01-05-2023,Very satisfied
215,PROD-9535,Home & Kitchen,4,17-11-2024,Loved it
216,PROD-4501,Home & Kitchen,3,02-10-2023,Average
217,PROD-7351,Books,5,11-03-2025,Highly recommend
218,PROD-7009,Grocery,5,03-04-2024,Highly recommend
219,PROD-1923,Home & Kitchen,4,27-12-2023,Great product
220,PROD-3210,Electronics,4,01-09-2023,Fantastic quality
221,PROD-1884,Grocery,3,19-06-2024,Nothing special
222,PROD-1349,Toys,4,27-10-2023,Great product
223,PROD-8432,Toys,2,20-12-2024,Hated it
224,PROD-5798,Grocery,5,14-10-2024,Fantastic quality
225,PROD-4997,Toys,4,11-07-2023,Fantastic quality
226,PROD-3407,Books,1,30-01-2025,Terrible
227,PROD-2078,Beauty,4,02-08-2023,Fantastic quality
228,PROD-8972,Toys,5,14-06-2024,Highly recommend
229,PROD-5302,Grocery,2,08-11-2023,Very disappointed
230,PROD-5147,Beauty,1,04-04-2025,Terrible
231,PROD-8545,Electronics,1,26-05-2023,Terrible
232,PROD-7966,Books,3,31-08-2024,Nothing special
233,PROD-5656,Beauty,1,20-06-2024,Very disappointed
234,PROD-2429,Fashion,4,13-06-2024,Very satisfied
235,PROD-7345,Grocery,1,19-10-2024,Very disappointed
236,PROD-4374,Toys,5,07-04-2025,Great product
237,PROD-1549,Books,2,01-07-2023,Very disappointed
238,PROD-6364,Books,3,23-03-2025,Neutral experience
239,PROD-9551,Beauty,5,29-02-2024,Highly recommend
240,PROD-8747,Home & Kitchen,2,28-08-2023,Not recommended
241,PROD-7397,Grocery,5,18-01-2024,Fantastic quality
242,PROD-7996,Home & Kitchen,4,04-11-2024,Very satisfied
243,PROD-4151,Grocery,5,26-09-2024,Very satisfied
244,PROD-6744,Grocery,1,01-11-2023,Not recommended
245,PROD-2942,Grocery,1,31-12-2023,Terrible
246,PROD-2696,Toys,3,27-11-2023,Neutral experience
247,PROD-2245,Books,2,17-08-2024,Not recommended
248,PROD-4090,Toys,5,31-10-2023,Highly recommend
249,PROD-7014,Beauty,3,09-05-2024,Average
250,PROD-5368,Home & Kitchen,1,11-07-2024,Poor quality
251,PROD-3987,Fashion,3,21-04-2023,Okay product
252,PROD-6359,Home & Kitchen,1,18-07-2023,Not recommended
253,PROD-2789,Grocery,1,30-03-2024,Very disappointed
254,PROD-7252,Books,2,06-05-2023,Very disappointed
255,PROD-6151,Home & Kitchen,2,08-03-2025,Hated it
256,PROD-8055,Toys,5,20-10-2024,Loved it
257,PROD-2867,Books,3,18-10-2023,Average
258,PROD-2416,Electronics,5,22-04-2024,Very satisfied
259,PROD-2325,Toys,2,24-09-2023,Poor quality
260,PROD-5270,Electronics,4,25-01-2024,Fantastic quality
261,PROD-8728,Home & Kitchen,4,13-10-2023,Very satisfied
262,PROD-1390,Books,2,05-10-2023,Terrible
263,PROD-6392,Toys,4,18-12-2024,Loved it
264,PROD-3856,Home & Kitchen,3,30-09-2023,Nothing special
265,PROD-1451,Fashion,1,02-09-2024,Very disappointed
266,PROD-6559,Beauty,2,14-07-2023,Hated it
267,PROD-6481,Electronics,4,28-09-2023,Fantastic quality
268,PROD-4397,Fashion,4,03-04-2024,Very satisfied
269,PROD-7326,Electronics,4,08-10-2023,Very satisfied
270,PROD-7709,Electronics,4,16-08-2024,Loved it
271,PROD-9795,Electronics,5,08-08-2023,Fantastic quality
272,PROD-9480,Books,2,03-05-2024,Not recommended
273,PROD-7629,Electronics,5,19-07-2023,Great product
274,PROD-5896,Home & Kitchen,1,15-04-2024,Poor quality
275,PROD-4288,Toys,1,11-09-2024,Terrible
276,PROD-5972,Home & Kitchen,5,05-12-2024,Very satisfied
277,PROD-1275,Fashion,5,23-12-2024,Highly recommend
278,PROD-2133,Fashion,3,21-05-2024,Neutral experience
279,PROD-8595,Grocery,1,14-05-2023,Very disappointed
280,PROD-9651,Fashion,2,03-09-2023,Terrible
281,PROD-8712,Electronics,4,08-08-2023,Fantastic quality
282,PROD-5573,Toys,5,14-09-2023,Highly recommend
283,PROD-9539,Electronics,2,25-01-2024,Poor quality
284,PROD-1978,Books,1,10-04-2024,Not recommended
285,PROD-4214,Books,4,05-09-2023,Fantastic quality
286,PROD-6678,Grocery,3,11-05-2024,Neutral experience
287,PROD-3459,Grocery,5,09-08-2024,Loved it
288,PROD-8613,Toys,2,04-06-2023,Not recommended
289,PROD-2543,Fashion,2,25-09-2023,Poor quality
290,PROD-4419,Beauty,3,05-11-2023,It works
291,PROD-9660,Beauty,3,08-06-2024,It works
292,PROD-5391,Electronics,3,23-08-2023,Okay product
293,PROD-2190,Fashion,3,14-09-2023,It works
294,PROD-7629,Electronics,2,06-11-2024,Hated it
295,PROD-7992,Beauty,1,17-08-2023,Terrible
296,PROD-5702,Toys,1,08-02-2024,Not recommended
297,PROD-3814,Fashion,5,16-09-2023,Very satisfied
298,PROD-7179,Toys,1,22-12-2024,Very disappointed
299,PROD-4742,Grocery,2,13-04-2024,Hated it
300,PROD-1581,Beauty,4,12-01-2025,Highly recommend
301,PROD-3266,Electronics,5,27-07-2023,Loved it
302,PROD-1924,Electronics,4,07-06-2023,Highly recommend
303,PROD-1577,Grocery,3,24-04-2024,It works
304,PROD-9159,Grocery,1,12-01-2024,Terrible
305,PROD-6219,Grocery,4,26-09-2024,Great product
306,PROD-5447,Home & Kitchen,4,29-04-2023,Loved it
307,PROD-8352,Toys,3,20-03-2025,Nothing special
308,PROD-8138,Grocery,3,26-05-2024,Average
309,PROD-6225,Books,2,03-02-2024,Very disappointed
310,PROD-4779,Toys,3,06-08-2023,Average
311,PROD-9163,Beauty,4,04-01-2024,Very satisfied
312,PROD-5585,Toys,4,07-07-2024,Highly recommend
313,PROD-5469,Toys,5,17-10-2024,Fantastic quality
314,PROD-3943,Toys,1,31-05-2023,Not recommended
315,PROD-2951,Grocery,4,26-11-2024,Great product
316,PROD-7741,Grocery,3,15-11-2023,It works
317,PROD-7392,Electronics,4,19-02-2024,Loved it
318,PROD-1942,Fashion,5,26-01-2025,Loved it
319,PROD-4548,Books,1,11-02-2025,Terrible
320,PROD-8542,Fashion,1,20-07-2024,Poor quality
321,PROD-8013,Grocery,1,06-03-2024,Poor quality
322,PROD-9656,Books,2,11-03-2025,Very disappointed
323,PROD-2300,Beauty,4,14-12-2024,Highly recommend
324,PROD-4228,Fashion,5,11-10-2024,Great product
325,PROD-9891,Electronics,4,24-08-2024,Fantastic quality
326,PROD-7253,Home & Kitchen,3,28-05-2024,Okay product
327,PROD-5284,Toys,1,09-10-2024,Very disappointed
328,PROD-5054,Books,2,03-02-2025,Terrible
329,PROD-2219,Fashion,3,01-02-2024,Neutral experience
330,PROD-6515,Books,5,17-04-2023,Highly recommend
331,PROD-9396,Books,3,17-11-2023,Nothing special
332,PROD-2652,Fashion,5,30-08-2023,Loved it
333,PROD-4516,Home & Kitchen,3,14-03-2025,Nothing special
334,PROD-1811,Grocery,2,24-08-2023,Not recommended
335,PROD-7344,Beauty,1,09-07-2023,Very disappointed
336,PROD-3441,Fashion,1,26-01-2024,Poor quality
337,PROD-6631,Home & Kitchen,5,09-12-2024,Highly recommend
338,PROD-3727,Toys,5,26-08-2023,Great product
339,PROD-9735,Electronics,5,10-09-2023,Loved it
340,PROD-6716,Beauty,3,19-11-2023,Neutral experience
341,PROD-9632,Fashion,4,26-05-2024,Highly recommend
342,PROD-9451,Grocery,3,18-11-2023,Okay product
343,PROD-5094,Home & Kitchen,5,12-06-2023,Great product
344,PROD-9401,Electronics,5,20-01-2024,Great product
345,PROD-1714,Beauty,3,25-08-2023,Neutral experience
346,PROD-3593,Grocery,5,06-06-2024,Very satisfied
347,PROD-5437,Electronics,3,22-07-2024,Okay product
348,PROD-1681,Home & Kitchen,2,31-07-2024,Not recommended
349,PROD-3923,Electronics,5,31-12-2024,Loved it
350,PROD-1817,Fashion,2,24-05-2024,Very disappointed
351,PROD-2367,Fashion,2,03-08-2023,Not recommended
352,PROD-1915,Home & Kitchen,5,03-03-2024,Fantastic quality
353,PROD-7955,Fashion,1,12-10-2024,Not recommended
354,PROD-5387,Books,4,05-03-2024,Loved it
355,PROD-8028,Toys,1,16-11-2023,Poor quality
356,PROD-4312,Toys,3,27-06-2024,Okay product
357,PROD-1617,Beauty,1,14-04-2023,Poor quality
358,PROD-4314,Beauty,4,07-11-2023,Great product
359,PROD-4060,Beauty,1,30-03-2024,Not recommended
360,PROD-9899,Books,3,24-03-2025,Okay product
361,PROD-9368,Electronics,5,19-04-2023,Loved it
362,PROD-4941,Home & Kitchen,4,22-05-2023,Fantastic quality
363,PROD-2439,Grocery,5,15-02-2024,Highly recommend
364,PROD-8107,Fashion,4,14-10-2023,Loved it
365,PROD-6499,Home & Kitchen,1,30-04-2024,Not recommended
366,PROD-4494,Home & Kitchen,1,25-09-2024,Hated it
367,PROD-1624,Fashion,1,05-08-2023,Very disappointed
368,PROD-7804,Books,5,03-08-2023,Very satisfied
369,PROD-7951,Toys,5,09-02-2025,Loved it
370,PROD-8474,Toys,4,18-10-2024,Loved it
371,PROD-8552,Toys,1,28-10-2024,Hated it
372,PROD-5306,Books,5,01-04-2025,Very satisfied
373,PROD-2129,Books,1,12-03-2024,Poor quality
374,PROD-5085,Beauty,1,13-07-2024,Poor quality
375,PROD-3118,Fashion,4,01-11-2023,Loved it
376,PROD-2352,Beauty,1,04-01-2025,Hated it
377,PROD-7081,Grocery,3,15-07-2024,It works
378,PROD-4665,Fashion,2,18-05-2023,Very disappointed
379,PROD-5219,Books,4,14-09-2024,Very satisfied
380,PROD-8007,Grocery,2,08-10-2024,Poor quality
381,PROD-7186,Beauty,4,29-01-2025,Highly recommend
382,PROD-2113,Fashion,5,10-06-2023,Very satisfied
383,PROD-9086,Fashion,1,06-08-2023,Terrible
384,PROD-4173,Toys,3,31-12-2024,Okay product
385,PROD-3701,Home & Kitchen,3,22-05-2024,Okay product
386,PROD-2682,Electronics,5,25-10-2024,Very satisfied
387,PROD-6326,Books,2,02-08-2024,Not recommended
388,PROD-7795,Fashion,4,19-05-2024,Very satisfied
389,PROD-9441,Books,3,04-05-2024,It works
390,PROD-9176,Fashion,3,05-06-2024,It works
391,PROD-8093,Home & Kitchen,5,15-01-2025,Great product
392,PROD-8219,Toys,5,15-08-2023,Very satisfied
393,PROD-3648,Beauty,1,19-10-2023,Poor quality
394,PROD-9560,Electronics,4,03-12-2023,Loved it
395,PROD-7053,Books,2,28-05-2023,Not recommended
396,PROD-6840,Beauty,1,14-02-2024,Hated it
397,PROD-5652,Electronics,5,16-02-2025,Loved it
398,PROD-2978,Toys,4,11-06-2024,Very satisfied
399,PROD-5129,Home & Kitchen,1,23-05-2024,Hated it
400,PROD-5711,Electronics,2,23-12-2024,Hated it
401,PROD-1770,Grocery,5,11-07-2023,Great product
402,PROD-3431,Books,2,08-06-2024,Not recommended
403,PROD-2502,Home & Kitchen,4,13-12-2023,Great product
404,PROD-9913,Home & Kitchen,2,20-03-2024,Terrible
405,PROD-1187,Home & Kitchen,5,20-11-2023,Great product
406,PROD-1223,Electronics,4,23-11-2023,Fantastic quality
407,PROD-8241,Fashion,1,15-08-2024,Very disappointed
408,PROD-3796,Beauty,5,17-01-2024,Loved it
409,PROD-6631,Books,2,22-08-2024,Terrible
410,PROD-4620,Electronics,1,02-01-2025,Hated it
411,PROD-6426,Grocery,2,20-06-2024,Not recommended
412,PROD-7082,Electronics,4,08-07-2023,Very satisfied
413,PROD-3433,Home & Kitchen,3,20-12-2023,Okay product
414,PROD-2513,Fashion,5,14-12-2024,Great product
415,PROD-6717,Fashion,5,31-10-2024,Highly recommend
416,PROD-7116,Home & Kitchen,2,02-07-2024,Very disappointed
417,PROD-4012,Fashion,1,22-03-2025,Very disappointed
418,PROD-9066,Home & Kitchen,3,07-02-2024,Nothing special
419,PROD-7261,Books,5,13-01-2024,Highly recommend
420,PROD-9944,Home & Kitchen,3,17-09-2023,It works
421,PROD-3079,Books,4,26-11-2023,Highly recommend
422,PROD-6942,Electronics,5,04-01-2024,Great product
423,PROD-7971,Books,3,30-05-2024,Okay product
424,PROD-2798,Books,5,08-12-2024,Very satisfied
425,PROD-4093,Books,3,28-04-2024,It works
426,PROD-7657,Beauty,5,30-01-2024,Very satisfied
427,PROD-9400,Home & Kitchen,5,25-06-2024,Loved it
428,PROD-7226,Grocery,1,18-01-2024,Poor quality
429,PROD-1769,Electronics,4,17-08-2023,Fantastic quality
430,PROD-5153,Toys,4,04-10-2023,Highly recommend
431,PROD-2820,Fashion,5,15-08-2024,Highly recommend
432,PROD-7805,Fashion,1,17-04-2024,Hated it
433,PROD-3065,Home & Kitchen,4,26-01-2024,Highly recommend
434,PROD-2968,Grocery,3,03-12-2023,Nothing special
435,PROD-6436,Toys,5,01-07-2024,Highly recommend
436,PROD-3171,Toys,4,02-04-2025,Very satisfied
437,PROD-2769,Books,2,06-08-2023,Terrible
438,PROD-7811,Electronics,3,26-11-2024,Okay product
439,PROD-8420,Home & Kitchen,5,12-12-2024,Loved it
440,PROD-5816,Fashion,3,28-08-2023,Average
441,PROD-6784,Grocery,5,13-02-2025,Fantastic quality
442,PROD-4022,Books,3,02-05-2023,Nothing special
443,PROD-6021,Grocery,2,15-08-2023,Hated it
444,PROD-7391,Toys,2,21-03-2025,Terrible
445,PROD-6614,Beauty,3,04-10-2023,Neutral experience
446,PROD-8499,Toys,1,20-06-2023,Poor quality
447,PROD-6313,Beauty,2,13-03-2024,Very disappointed
448,PROD-8781,Fashion,1,30-12-2024,Not recommended
449,PROD-9082,Fashion,4,08-06-2023,Highly recommend
450,PROD-4498,Toys,5,09-07-2023,Fantastic quality
451,PROD-9173,Grocery,5,22-04-2024,Very satisfied
452,PROD-8667,Home & Kitchen,1,10-01-2025,Poor quality
453,PROD-7409,Grocery,5,06-05-2024,Very satisfied
454,PROD-9621,Fashion,3,18-12-2024,Okay product
455,PROD-5104,Books,4,04-11-2024,Great product
456,PROD-7063,Electronics,4,06-11-2023,Fantastic quality
457,PROD-9471,Electronics,1,24-10-2024,Hated it
458,PROD-9477,Beauty,5,30-11-2023,Fantastic quality
459,PROD-7935,Books,2,26-11-2024,Hated it
460,PROD-6180,Fashion,4,27-09-2024,Highly recommend
461,PROD-2417,Books,4,13-09-2023,Fantastic quality
462,PROD-4474,Books,2,04-07-2024,Poor quality
463,PROD-1958,Fashion,4,29-07-2023,Very satisfied
464,PROD-3083,Toys,3,01-04-2025,Okay product
465,PROD-9002,Electronics,3,23-10-2024,Okay product
466,PROD-8346,Electronics,2,18-05-2023,Hated it
467,PROD-9942,Home & Kitchen,2,02-03-2025,Poor quality
468,PROD-4471,Home & Kitchen,3,17-04-2024,Average
469,PROD-9686,Grocery,3,02-05-2024,It works
470,PROD-9530,Grocery,5,14-08-2023,Very satisfied
471,PROD-4631,Electronics,5,11-08-2023,Very satisfied
472,PROD-2456,Fashion,3,30-11-2023,It works
473,PROD-6976,Toys,1,08-03-2024,Terrible
474,PROD-1277,Beauty,4,25-04-2024,Great product
475,PROD-7820,Toys,3,13-08-2023,Nothing special
476,PROD-5767,Home & Kitchen,4,25-04-2023,Fantastic quality
477,PROD-4816,Grocery,3,14-06-2023,Okay product
478,PROD-7845,Electronics,5,04-02-2025,Loved it
479,PROD-8114,Books,2,28-09-2023,Hated it
480,PROD-5697,Grocery,1,24-09-2024,Hated it
481,PROD-4009,Books,3,16-12-2023,Nothing special
482,PROD-4589,Grocery,2,28-03-2025,Poor quality
483,PROD-5573,Home & Kitchen,4,18-12-2024,Loved it
484,PROD-7860,Grocery,1,12-01-2025,Very disappointed
485,PROD-1815,Toys,1,29-07-2024,Not recommended
486,PROD-8338,Fashion,1,02-01-2025,Hated it
487,PROD-5521,Beauty,5,13-07-2024,Loved it
488,PROD-8561,Electronics,3,11-02-2024,Average
489,PROD-6440,Electronics,2,03-08-2023,Poor quality
490,PROD-3805,Home & Kitchen,2,03-03-2024,Hated it
491,PROD-7626,Electronics,1,08-06-2024,Terrible
492,PROD-6840,Toys,1,22-11-2023,Poor quality
493,PROD-5785,Books,5,02-01-2024,Highly recommend
494,PROD-6208,Fashion,2,18-03-2025,Very disappointed
495,PROD-7889,Electronics,1,02-07-2023,Poor quality
496,PROD-6986,Books,4,01-10-2023,Great product
497,PROD-6476,Fashion,5,04-09-2023,Fantastic quality
498,PROD-2481,Beauty,1,05-12-2023,Hated it
499,PROD-1587,Beauty,3,23-10-2023,Okay product
500,PROD-8807,Fashion,5,10-01-2024,Great product
501,PROD-9592,Fashion,5,02-06-2024,Highly recommend
502,PROD-4169,Toys,4,02-05-2024,Fantastic quality
503,PROD-4523,Beauty,1,01-09-2023,Terrible
504,PROD-2202,Fashion,4,18-06-2024,Great product
505,PROD-9293,Electronics,2,27-09-2024,Hated it
506,PROD-2477,Fashion,1,13-08-2024,Terrible
507,PROD-2673,Grocery,1,13-08-2024,Hated it
508,PROD-8267,Books,3,29-08-2023,Nothing special
509,PROD-2811,Electronics,1,10-05-2023,Very disappointed
510,PROD-6130,Grocery,3,09-01-2024,Okay product
511,PROD-1249,Toys,2,01-01-2025,Poor quality
512,PROD-6081,Toys,3,27-10-2024,Neutral experience
513,PROD-8438,Books,1,30-04-2023,Poor quality
514,PROD-5610,Books,3,05-12-2023,It works
515,PROD-4264,Books,5,23-03-2025,Highly recommend
516,PROD-6005,Electronics,3,08-05-2023,Nothing special
517,PROD-2112,Electronics,4,07-08-2024,Highly recommend
518,PROD-2752,Fashion,4,17-09-2024,Fantastic quality
519,PROD-2227,Home & Kitchen,4,08-09-2023,Loved it
520,PROD-5236,Books,2,09-02-2025,Not recommended
521,PROD-8921,Books,5,05-07-2024,Great product
522,PROD-4193,Home & Kitchen,4,16-10-2024,Highly recommend
523,PROD-8388,Home & Kitchen,5,25-12-2024,Very satisfied
524,PROD-6875,Fashion,4,10-03-2025,Fantastic quality
525,PROD-5023,Grocery,1,05-06-2023,Very disappointed
526,PROD-6759,Books,4,21-12-2023,Highly recommend
527,PROD-8346,Fashion,2,23-10-2023,Not recommended
528,PROD-3288,Toys,3,04-01-2024,It works
529,PROD-9154,Grocery,1,19-03-2024,Poor quality
530,PROD-3494,Toys,3,03-09-2024,Average
531,PROD-8967,Grocery,2,21-11-2024,Hated it
532,PROD-3789,Books,2,10-05-2024,Poor quality
533,PROD-9584,Grocery,1,14-10-2023,Poor quality
534,PROD-8167,Electronics,5,06-08-2024,Great product
535,PROD-3559,Grocery,5,26-06-2024,Highly recommend
536,PROD-8726,Electronics,4,03-04-2025,Highly recommend
537,PROD-1568,Home & Kitchen,4,06-03-2024,Great product
538,PROD-8287,Toys,4,14-09-2024,Loved it
539,PROD-8475,Beauty,3,01-03-2025,It works
540,PROD-2304,Home & Kitchen,2,14-08-2023,Terrible
541,PROD-9304,Home & Kitchen,1,14-10-2024,Very disappointed
542,PROD-2124,Fashion,3,30-12-2024,It works
543,PROD-1311,Electronics,1,15-09-2024,Poor quality
544,PROD-2307,Toys,4,31-07-2024,Fantastic quality
545,PROD-5205,Grocery,5,30-03-2025,Very satisfied
546,PROD-4319,Electronics,1,10-10-2024,Poor quality
547,PROD-3758,Beauty,1,30-10-2023,Very disappointed
548,PROD-9208,Beauty,1,15-10-2023,Not recommended
549,PROD-9658,Beauty,5,07-10-2023,Very satisfied
550,PROD-2926,Beauty,1,24-05-2023,Not recommended
551,PROD-4930,Electronics,3,06-08-2023,Nothing special
552,PROD-7146,Books,5,17-03-2025,Fantastic quality
553,PROD-2007,Books,2,28-03-2025,Hated it
554,PROD-4088,Books,2,08-09-2024,Poor quality
555,PROD-4679,Home & Kitchen,5,06-07-2023,Very satisfied
556,PROD-9129,Toys,1,25-04-2024,Poor quality
557,PROD-4788,Beauty,2,18-05-2023,Very disappointed
558,PROD-8077,Books,5,15-07-2023,Very satisfied
559,PROD-6837,Toys,1,04-02-2024,Poor quality
560,PROD-7069,Home & Kitchen,1,30-08-2023,Not recommended
561,PROD-9504,Grocery,4,10-12-2024,Very satisfied
562,PROD-4413,Beauty,2,05-04-2025,Terrible
563,PROD-5571,Home & Kitchen,3,04-11-2024,Okay product
564,PROD-3441,Beauty,1,27-04-2023,Poor quality
565,PROD-1318,Fashion,2,20-07-2024,Not recommended
566,PROD-4639,Fashion,2,11-06-2024,Hated it
567,PROD-1215,Toys,1,01-04-2024,Poor quality
568,PROD-1002,Books,3,21-02-2025,Nothing special
569,PROD-9453,Books,4,17-05-2024,Loved it
570,PROD-9559,Toys,3,22-03-2024,Neutral experience
571,PROD-2005,Fashion,3,26-09-2023,Average
572,PROD-1546,Beauty,5,14-11-2023,Great product
573,PROD-9917,Home & Kitchen,3,08-08-2024,Average
574,PROD-5163,Books,1,26-01-2025,Very disappointed
575,PROD-4243,Home & Kitchen,3,16-08-2023,Okay product
576,PROD-5464,Electronics,1,06-04-2025,Very disappointed
577,PROD-2545,Fashion,5,02-11-2023,Great product
578,PROD-2849,Books,1,15-08-2023,Hated it
579,PROD-4485,Electronics,2,19-06-2023,Hated it
580,PROD-8126,Electronics,4,13-04-2024,Very satisfied
581,PROD-6456,Home & Kitchen,1,26-07-2024,Not recommended
582,PROD-7620,Toys,4,22-04-2024,Loved it
